num_lines,num_chars,num_tokens,num_IfStmt,avgTokenLength,numMethods,avgMethodLength,numSwitchStmt,numOfLoops,is_ai_generated
74,1370,215,0,6.372093023,12,2,0,0,0
47,1159,217,2,5.341013825,1,19,0,0,1
173,3445,579,0,5.949913644,36,2,0,0,1
55,1135,169,1,6.715976331,1,23,0,2,0
83,2071,367,3,5.643051771,2,6,0,4,1
66,2048,196,0,10.44897959,8,2,0,0,1
53,1584,242,3,6.545454545,2,10,0,3,0
57,1111,166,0,6.692771084,1,21,0,2,0
67,1943,198,3,9.813131313,6,2,0,0,0
62,2095,335,0,6.253731343,1,4,0,0,1
74,2265,279,3,8.11827957,5,4,0,3,1
46,949,161,1,5.894409938,1,18,0,2,0
7,130,20,0,6.5,1,2,0,0,0
227,5438,717,9,7.584379358,28,2,0,0,0
47,1189,216,0,5.50462963,1,15,0,2,1
36,1339,111,1,12.06306306,2,1,0,0,1
33,1210,108,1,11.2037037,3,7,0,1,0
57,1787,292,2,6.119863014,2,20,0,2,0
591,23244,2346,5,9.907928389,12,10,0,15,0
32,959,168,0,5.708333333,1,13,0,1,0
876,26585,3113,86,8.539993575,57,27,5,2,0
28,787,119,0,6.613445378,1,12,0,1,1
146,3981,519,3,7.670520231,8,2,0,1,1
59,1075,152,0,7.072368421,8,2,0,0,0
262,4573,830,0,5.509638554,28,2,0,0,0
58,2148,173,2,12.41618497,4,2,0,0,0
143,3899,574,0,6.792682927,3,30,0,7,1
59,1625,172,0,9.447674419,5,7,0,0,1
98,2029,294,0,6.901360544,11,2,0,1,0
76,1914,193,1,9.917098446,2,7,0,0,0
36,1055,161,1,6.552795031,1,18,0,1,0
44,937,132,1,7.098484848,2,6,0,0,0
166,4450,498,3,8.935742972,4,28,0,0,0
79,2133,227,0,9.396475771,6,7,0,0,1
47,1594,133,0,11.98496241,3,7,0,0,1
56,1004,180,0,5.577777778,4,2,0,0,1
31,635,120,2,5.291666667,1,17,0,2,1
69,1037,202,0,5.133663366,6,0,0,0,0
38,978,111,0,8.810810811,1,4,0,0,0
228,8699,1166,0,7.460548885,0,0,0,0,1
66,1544,172,2,8.976744186,5,3,0,1,0
78,1830,190,0,9.631578947,9,2,0,0,0
167,3393,531,0,6.389830508,34,2,0,0,1
51,1505,221,0,6.809954751,3,2,0,1,0
59,1762,284,1,6.204225352,1,13,0,1,1
78,2329,240,0,9.704166667,5,7,0,0,1
57,2134,174,1,12.26436782,4,2,0,0,1
61,973,194,0,5.015463918,9,2,0,0,1
114,4375,642,1,6.814641745,8,4,0,0,1
214,4451,643,0,6.922239502,38,2,0,0,1
63,1542,211,1,7.308056872,2,10,0,2,0
54,1621,262,0,6.187022901,3,9,0,0,1
78,2103,266,0,7.906015038,4,2,0,2,1
30,1047,191,3,5.481675393,1,14,0,1,0
33,832,146,1,5.698630137,1,17,0,1,1
34,1015,161,0,6.304347826,1,16,0,1,0
41,1338,118,0,11.33898305,1,13,0,0,1
90,2352,344,0,6.837209302,5,18,0,0,1
184,4429,586,0,7.558020478,32,2,0,0,1
36,949,112,0,8.473214286,0,0,0,0,0
69,2117,369,7,5.737127371,3,24,0,4,0
56,1617,202,1,8.004950495,7,2,0,0,1
142,5417,565,2,9.587610619,6,1,1,2,1
121,4129,414,3,9.973429952,12,4,0,0,1
57,1816,326,3,5.570552147,2,16,0,6,0
38,1354,99,0,13.67676768,1,9,0,0,0
16,411,86,0,4.779069767,1,12,0,2,1
55,885,125,0,7.08,1,4,0,0,0
89,2289,275,0,8.323636364,6,3,0,0,0
54,968,136,2,7.117647059,1,19,0,0,0
72,2676,503,4,5.320079523,1,22,0,1,1
62,1040,211,0,4.928909953,2,8,1,0,0
25,630,87,0,7.24137931,3,2,0,0,1
104,3252,404,2,8.04950495,5,2,0,0,0
51,964,185,0,5.210810811,1,8,0,0,0
152,4071,462,4,8.811688312,11,3,0,0,0
16,363,72,0,5.041666667,1,5,0,1,1
125,2131,340,0,6.267647059,14,11,0,0,0
31,695,121,0,5.743801653,4,4,4,0,1
128,2387,462,0,5.166666667,12,16,0,0,1
44,1025,162,0,6.327160494,1,21,0,4,1
74,1794,248,1,7.233870968,7,2,0,0,0
89,2639,277,2,9.527075812,2,2,0,1,0
105,3244,348,3,9.32183908,10,2,0,1,1
25,610,108,0,5.648148148,1,10,0,1,0
63,1670,231,0,7.229437229,4,4,1,0,1
56,992,156,0,6.358974359,3,4,0,0,0
27,789,100,0,7.89,1,14,0,1,0
57,1274,246,0,5.178861789,2,7,1,0,1
50,1335,254,2,5.255905512,2,11,0,3,1
49,1093,163,0,6.705521472,1,21,0,1,0
7,143,20,0,7.15,1,2,0,0,1
43,1031,112,0,9.205357143,13,0,0,0,0
43,955,135,0,7.074074074,1,10,0,0,0
48,1270,174,1,7.298850575,2,7,0,1,1
180,5168,616,2,8.38961039,12,36,0,10,0
219,5268,683,6,7.713030747,4,25,0,0,0
45,1079,163,0,6.619631902,3,2,0,0,1
86,2760,358,0,7.709497207,3,14,0,2,1
35,1002,139,0,7.208633094,1,7,0,0,0
40,1359,203,2,6.694581281,1,22,0,1,1
102,2457,278,3,8.838129496,2,2,0,0,0
58,1340,192,0,6.979166667,2,2,0,0,0
88,2999,309,5,9.705501618,3,10,0,0,1
23,654,63,0,10.38095238,3,2,0,0,0
91,2541,323,0,7.866873065,4,21,0,1,0
57,1955,283,5,6.908127208,1,36,0,1,1
62,1413,173,0,8.167630058,5,7,0,0,0
62,1217,170,0,7.158823529,8,2,0,0,1
38,951,158,1,6.018987342,1,22,0,2,1
29,620,93,0,6.666666667,1,13,0,1,0
130,2263,400,0,5.6575,24,2,0,0,1
384,11145,1358,20,8.206921944,32,4,5,2,0
58,1188,181,0,6.563535912,4,2,0,0,0
28,560,105,2,5.333333333,1,15,0,2,1
77,2035,302,0,6.738410596,5,9,0,0,1
37,1228,203,3,6.049261084,1,24,0,3,0
64,2575,192,2,13.41145833,4,2,0,0,1
41,1212,200,0,6.06,1,7,0,0,1
173,2421,406,0,5.963054187,12,16,0,0,0
144,3575,437,0,8.180778032,11,30,0,0,0
55,1501,269,0,5.579925651,1,2,0,0,1
47,1483,201,1,7.378109453,1,31,0,1,1
66,1744,182,0,9.582417582,5,7,0,0,1
57,1005,221,3,4.547511312,2,2,0,1,1
286,10579,1316,34,8.038753799,38,2,5,2,1
159,3573,496,0,7.203629032,25,9,0,0,1
104,2323,272,0,8.540441176,2,5,1,0,0
66,1777,184,0,9.657608696,5,7,0,0,1
61,1724,206,1,8.368932039,1,2,0,0,1
43,1081,171,0,6.321637427,1,18,0,4,1
48,1636,233,0,7.021459227,1,16,0,0,1
53,1249,168,0,7.43452381,2,16,0,1,0
28,695,107,0,6.495327103,1,12,0,1,0
44,1027,121,0,8.487603306,12,0,0,0,1
217,5614,675,21,8.317037037,5,14,0,3,1
52,1316,245,2,5.371428571,1,21,0,1,0
193,3791,576,0,6.581597222,38,2,0,0,0
61,1382,217,0,6.368663594,4,0,0,0,0
85,2566,443,0,5.792325056,5,2,0,0,0
42,1304,131,0,9.954198473,1,6,0,0,1
66,1769,311,0,5.688102894,6,1,0,0,1
117,3688,521,0,7.078694818,6,7,0,0,1
7,143,20,0,7.15,1,2,0,0,1
80,2338,403,9,5.801488834,4,25,0,9,1
81,2161,354,2,6.104519774,2,25,0,6,0
73,1718,201,0,8.547263682,1,2,0,0,0
58,1952,246,0,7.93495935,2,8,0,0,1
42,1343,111,0,12.0990991,2,7,0,0,0
68,1479,203,0,7.285714286,3,6,0,1,0
73,1874,216,0,8.675925926,5,2,0,0,1
23,631,103,0,6.126213592,1,4,0,0,1
73,1786,189,1,9.44973545,2,7,0,0,0
100,4101,327,2,12.5412844,2,32,0,2,1
114,3389,376,6,9.013297872,4,3,2,0,0
102,2679,338,0,7.926035503,9,7,0,0,0
56,1222,236,0,5.177966102,3,2,0,0,1
36,1161,221,4,5.253393665,1,17,0,1,0
58,1540,274,3,5.620437956,1,18,0,1,0
6533,225882,23891,474,9.454690051,551,17,60,24,0
31,832,127,0,6.551181102,2,10,0,1,1
694,20193,2442,70,8.269041769,47,19,5,2,0
187,3381,585,0,5.779487179,36,2,0,0,0
51,1329,186,1,7.14516129,1,31,0,4,1
21,485,63,0,7.698412698,2,2,0,0,1
32,881,101,0,8.722772277,0,0,0,0,1
1110,38816,3965,101,9.789659521,66,54,5,21,0
179,5883,714,5,8.239495798,12,6,0,0,0
195,5970,596,6,10.01677852,21,11,0,1,1
1697,52908,6013,222,8.798935639,97,59,5,2,0
82,2493,293,0,8.508532423,3,14,0,2,0
64,1790,225,1,7.955555556,3,2,0,0,1
36,887,138,0,6.427536232,1,12,0,0,1
77,984,192,0,5.125,6,3,0,0,0
106,3301,406,8,8.130541872,6,9,0,0,0
1166,34073,4096,135,8.318603516,70,42,5,7,0
137,4050,564,8,7.180851064,6,8,0,0,1
207,5445,715,13,7.615384615,10,44,0,11,0
76,1960,274,0,7.153284672,5,9,0,0,0
126,4103,458,6,8.958515284,5,7,0,2,1
53,1327,209,4,6.349282297,3,11,0,0,1
40,1041,174,2,5.982758621,1,23,0,1,1
143,3169,498,0,6.363453815,31,2,0,0,0
29,862,137,0,6.291970803,1,13,0,1,1
92,2707,267,0,10.13857678,5,10,0,1,0
53,1586,181,1,8.762430939,1,20,0,0,1
113,4787,471,0,10.16348195,1,13,0,1,1
206,5405,676,10,7.99556213,22,2,0,0,1
177,5095,664,8,7.673192771,9,2,0,0,0
75,2499,210,0,11.9,6,7,0,0,0
119,3927,356,0,11.03089888,7,2,0,0,1
16,365,79,0,4.620253165,1,5,0,1,1
61,1696,188,1,9.021276596,3,2,0,0,0
883,26491,3137,90,8.444692381,57,27,5,2,0
71,1903,219,0,8.689497717,2,2,0,0,1
75,3037,312,2,9.733974359,4,12,0,0,1
57,2105,179,0,11.75977654,1,12,0,0,1
88,3674,496,5,7.407258065,2,44,0,3,0
38,1123,101,0,11.11881188,4,2,0,0,1
73,1829,213,0,8.58685446,9,2,0,0,1
81,2027,339,7,5.979351032,5,4,0,2,0
59,1039,160,0,6.49375,1,22,0,2,0
38,720,145,3,4.965517241,1,20,0,1,1
65,1947,301,3,6.468438538,4,10,0,6,1
99,3046,352,2,8.653409091,9,10,0,0,1
50,1549,263,4,5.88973384,3,5,0,1,1
66,1034,170,0,6.082352941,8,2,0,0,1
152,3926,497,7,7.899396378,5,1,0,0,1
57,910,165,0,5.515151515,10,2,0,0,1
60,1670,211,2,7.914691943,5,2,0,1,0
19,389,81,0,4.802469136,1,7,0,1,1
36,1365,153,0,8.921568627,1,24,0,0,1
178,4305,647,5,6.653786708,10,19,0,2,1
32,527,90,0,5.855555556,4,0,0,0,1
86,1674,289,0,5.792387543,16,2,0,0,1
62,2209,346,8,6.384393064,2,21,0,3,0
38,1372,255,3,5.380392157,1,15,0,1,0
52,911,159,0,5.729559748,3,2,0,0,0
70,2233,234,0,9.542735043,4,11,0,3,1
35,1199,204,1,5.87745098,1,10,0,1,0
49,1163,151,0,7.701986755,1,13,0,0,0
78,2894,240,2,12.05833333,4,8,0,0,0
76,1912,195,1,9.805128205,2,7,0,0,0
73,1797,188,1,9.558510638,2,7,0,0,0
37,933,88,0,10.60227273,4,2,0,0,0
39,702,111,0,6.324324324,6,2,0,0,1
50,1072,160,0,6.7,1,6,0,0,0
37,1152,206,5,5.59223301,1,24,0,5,0
89,2518,287,2,8.773519164,2,2,0,1,0
48,1028,166,0,6.192771084,6,2,0,0,0
86,2584,296,1,8.72972973,3,2,0,0,1
58,1302,187,0,6.962566845,2,2,0,0,0
76,1833,190,1,9.647368421,2,7,0,0,0
62,1632,233,2,7.004291845,3,4,0,1,0
152,3571,478,0,7.470711297,23,8,0,0,1
40,893,179,1,4.988826816,1,17,0,2,1
94,2762,281,0,9.829181495,4,15,0,0,0
45,1713,259,2,6.613899614,2,13,0,1,0
99,2240,346,3,6.473988439,10,7,0,0,1
105,1914,318,0,6.018867925,20,2,0,0,0
54,1603,232,0,6.909482759,3,15,0,0,1
69,1235,225,3,5.488888889,5,9,0,4,0
47,1114,173,0,6.439306358,1,9,0,1,0
47,961,151,2,6.364238411,2,12,0,1,0
87,1334,231,0,5.774891775,3,4,0,0,0
37,1151,150,0,7.673333333,3,2,0,0,0
164,5294,621,0,8.524959742,14,2,0,0,0
53,1423,137,0,10.38686131,5,2,0,0,1
141,3314,426,0,7.779342723,22,2,0,0,1
78,1979,312,1,6.342948718,2,5,0,0,1
31,734,130,1,5.646153846,1,15,0,1,0
70,1705,224,1,7.611607143,1,13,0,1,0
69,1746,287,0,6.083623693,4,13,0,3,1
51,1578,315,0,5.00952381,2,13,0,0,1
39,1359,194,2,7.005154639,1,22,0,2,0
76,1854,190,1,9.757894737,2,7,0,0,0
152,3920,439,5,8.929384966,5,11,0,0,0
20,376,79,0,4.759493671,1,7,0,1,0
49,1321,212,0,6.231132075,0,0,0,0,0
38,1173,236,4,4.970338983,1,17,0,1,1
31,705,122,2,5.778688525,2,12,0,0,1
60,1353,320,1,4.228125,2,5,0,2,1
32,1019,85,0,11.98823529,1,6,0,0,0
147,5875,621,2,9.460547504,6,1,1,2,0
57,1133,152,0,7.453947368,8,2,0,0,0
28,701,108,0,6.490740741,1,12,0,1,0
1418,48004,5004,140,9.5931255,85,82,5,31,0
78,2760,358,1,7.709497207,6,2,0,0,0
29,759,124,0,6.120967742,1,12,0,1,0
62,1098,226,0,4.85840708,2,8,1,0,1
35,1002,172,0,5.825581395,0,0,0,0,0
23,564,112,3,5.035714286,1,17,0,1,1
73,2625,263,1,9.980988593,1,38,0,1,0
36,1064,177,0,6.011299435,1,2,0,0,0
45,1079,163,0,6.619631902,3,2,0,0,1
82,1935,238,0,8.130252101,7,7,0,0,0
22,480,95,2,5.052631579,1,8,0,0,1
112,3292,353,2,9.325779037,4,7,0,0,1
83,2508,293,2,8.559726962,3,1,0,0,1
51,1545,256,2,6.03515625,2,8,0,1,0
26,735,123,0,5.975609756,1,10,0,1,0
113,4052,391,2,10.36317136,10,2,0,0,1
76,1898,195,1,9.733333333,2,7,0,0,0
78,1107,171,0,6.473684211,1,3,0,0,0
72,1242,223,0,5.569506726,11,2,0,0,0
123,2982,404,0,7.381188119,22,2,0,0,0
68,1966,219,0,8.97716895,4,11,0,3,0
161,2844,511,0,5.56555773,16,2,0,0,0
147,3979,510,0,7.801960784,11,27,0,0,1
95,3321,286,1,11.61188811,7,12,0,0,0
70,2667,228,0,11.69736842,5,4,0,0,1
131,2961,378,0,7.833333333,6,15,0,0,0
155,5213,475,4,10.97473684,15,10,0,1,1
133,4450,500,6,8.9,5,7,0,2,0
65,960,133,0,7.218045113,1,2,0,0,0
41,1446,106,0,13.64150943,1,8,0,0,1
129,4154,392,0,10.59693878,2,65,0,2,0
67,2134,287,1,7.43554007,1,41,0,6,0
111,4181,517,11,8.087040619,5,23,0,5,0
37,1045,107,0,9.76635514,3,3,0,0,1
259,9042,858,1,10.53846154,18,9,0,0,1
163,2650,436,0,6.077981651,20,18,0,0,0
78,2265,253,1,8.95256917,6,2,0,0,1
35,1177,206,0,5.713592233,3,0,0,0,0
93,2900,474,1,6.11814346,5,3,0,0,0
60,1159,195,0,5.943589744,4,2,0,0,0
120,3411,381,1,8.952755906,2,8,0,0,0
78,2390,209,0,11.4354067,3,17,0,0,0
59,1030,160,0,6.4375,8,2,0,0,1
80,1991,266,1,7.484962406,7,2,0,1,1
717,26287,2484,5,10.58252818,20,15,0,0,0
92,2412,276,0,8.739130435,8,7,0,0,0
802,25108,2824,72,8.890934844,53,35,5,12,0
85,2439,253,0,9.640316206,1,5,0,0,0
96,2101,321,0,6.54517134,11,2,0,1,1
60,1181,258,0,4.57751938,2,9,1,0,1
41,932,126,0,7.396825397,2,0,0,0,0
73,1184,213,0,5.558685446,6,0,0,0,0
63,1759,178,0,9.882022472,1,14,0,0,0
64,1555,322,0,4.829192547,1,27,0,5,1
44,1036,163,0,6.355828221,1,19,0,1,0
59,988,150,0,6.586666667,8,2,0,0,1
88,2181,266,2,8.19924812,2,2,0,0,0
323,10553,10553,29,8.238095238,37,13,5,2,1
162,4026,587,10,6.858603066,7,25,0,4,1
65,1131,225,0,5.026666667,2,9,1,0,0
31,954,94,0,10.14893617,1,10,0,0,1
110,3955,343,3,11.53061224,8,6,0,1,1
82,1683,293,0,5.744027304,6,3,0,0,1
39,1143,106,0,10.78301887,1,6,0,0,1
37,951,160,1,5.94375,1,17,0,2,1
70,1617,203,0,7.965517241,9,8,0,0,0
52,1535,157,0,9.777070064,2,5,0,0,1
90,2756,350,9,7.874285714,5,6,0,4,1
126,3876,386,3,10.04145078,5,12,0,0,0
165,3987,554,12,7.196750903,3,2,0,0,0
146,3804,462,4,8.233766234,5,35,0,0,0
21,485,63,0,7.698412698,2,2,0,0,1
1201,37132,4232,137,8.774102079,73,50,5,10,0
33,1075,87,0,12.35632184,1,6,0,0,0
50,1225,168,1,7.291666667,1,31,0,4,0
59,958,171,0,5.602339181,10,2,0,0,0
73,1995,325,2,6.138461538,4,17,0,3,1
86,3115,455,9,6.846153846,2,35,0,7,0
48,1653,113,0,14.62831858,3,17,0,0,1
96,2978,360,4,8.272222222,4,7,0,1,1
142,3021,458,0,6.596069869,21,4,0,0,1
24,620,93,0,6.666666667,1,14,0,1,1
57,1747,189,0,9.243386243,2,11,0,0,1
